"","V1"
"懷孕",21
"我就",21
"是很",21
"是想",21
"是自",21
"是要",21
"是這",21
"樣的",21
"決定",21
"活品",21
"為何",21
"環境",21
"生一",21
"男友",21
"也沒",20
"了我",20
"兩個",20
"努力",20
"只能",20
"可是",20
"夫妻",20
"婚的",20
"孩就",20
"家人",20
"對象",20
"我老",20
"有很",20
"有時",20
"每個",20
"生不",20
"生孩",20
"生育",20
"痛苦",20
"目前",20
"結果",20
"考慮",20
"那麼",20
"不到",19
"也有",19
"了一",19
"他的",19
"到底",19
"同學",19
"在一",19
"孩不",19
"孩我",19
"我自",19
"接受",19
"教育",19
"是你",19
"有沒",19
"而已",19
"都要",19
"關係",19
"30",18
"50",18
"上班",18
"不一",18
"來就",18
"在台",18
"太多",18
"敢生",18
"是小",18
"是為",18
"未來",18
"生就",18
"男生",18
"的那",18
"給他",18
"要有",18
"起來",18
"運動",18
"一半",17
"一次",17
"不好",17
"來說",17
"到這",17
"另一",17
"大的",17
"孩會",17
"對方",17
"常常",17
"後就",17
"擔心",17
"改變",17
"是會",17
"有這",17
"生出",17
"的一",17
"的很",17
"說不",17
"身體",17
"輕人",17
"辛苦",17
"都在",17
"長輩",17
"20",16
"下一",16
"了就",16
"出國",16
"出生",16
"十年",16
"原因",16
"女人",16
"好像",16
"好好",16
"孩有",16
"就要",16
"幾乎",16
"很好",16
"怎樣",16
"會覺",16
"滿足",16
"煩惱",16
"的家",16
"能力",16
"至少",16
"討厭",16
"討論",16
"輩子",16
"遇到",16
"邊的",16
"部分",16
"一代",15
"一天",15
"一輩",15
"了不",15
"交往",15
"全不",15
"其他",15
"反正",15
"各位",15
"國中",15
"如題",15
"婚姻",15
"婚後",15
"孩嗎",15
"家的",15
"幫忙",15
"後來",15
"想結",15
"有點",15
"條件",15
"犧牲",15
"生完",15
"的好",15
"的父",15
"第一",15
"除了",15
"顧小",15
"10",14
"不多",14
"件事",14
"來的",14
"最後",14
"只要",14
"可愛",14
"同事",14
"嗎我",14
"增加",14
"多人",14
"女兒",14
"幸福",14
"得很",14
"從我",14
"想到",14
"感情",14
"才是",14
"是什",14
"是可",14
"是沒",14
"是生",14
"有什",14
"有個",14
"有的",14
"本身",14
"母親",14
"為我",14
"男方",14
"的年",14
"的理",14
"自然",14
"自私",14
"衣服",14
"要不",14
"要花",14
"說我",14
"讓他",14
"讓我",14
"還沒",14
"錢人",14
"0歲",13
"XD",13
"不喜",13
"不錯",13
"人家",13
"付出",13
"以上",13
"你生",13
"來越",13
"偉大",13
"到的",13
"定會",13
"對我",13
"對於",13
"尤其",13
"就可",13
"就覺",13
"年齡",13
"影響",13
"得不",13
"得到",13
"慢慢",13
"成家",13
"我會",13
"我認",13
"我跟",13
"收入",13
"是在",13
"會生",13
"有些",13
"機會",13
"現代",13
"的要",13
"的都",13
"的錢",13
"老了",13
"要的",13
"負責",13
"越來",13
"過的",13
"還不",13
"都有",13
"防老",13
"養兒",13
"麼要",13
"po",12
"一般",12
"不同",12
"不管",12
"不願",12
"之類",12
"也只",12
"人口",12
"人就",12
"以為",12
"你會",12
"傳宗",12
"分享",12
"力的",12
"另外",12
"在家",12
"基因",12
"基本",12
"多生",12
"大多",12
"大學",12
"大部",12
"婚不",12
"孩但",12
"孩這",12
"宗接",12
"對的",12
"小時",12
"幾年",12
"很不",12
"很難",12
"得我",12
"我只",12
"我想",12
"或者",12
"所有",12
"才會",12
"打算",12
"日子",12
"會被",12
"會這",12
"有結",12
"本不",12
"母的",12
"每天",12
"沒錢",12
"消費",12
"爸爸",12
"生在",12
"畢竟",12
"百萬",12
"的但",12
"算了",12
"讓小",12
"資源",12
"身上",12
"較好",12
"過得",12
"遺傳",12
"那種",12
"都很",12
"高中",12
"<U",11
"40",11
"an",11
"U+",11
"一切",11
"下去",11
"下班",11
"不可",11
"也很",11
"了這",11
"事情",11
"人是",11
"你不",11
"來我",11
"個世",11
"個年",11
"像是",11
"兩人",11
"到不",11
"剛好",11
"原p",11
"因素",11
"在的",11
"孩也",11
"孩呢",11
"孩要",11
"完小",11
"就好",11
"己也",11
"很大",11
"後悔",11
"後的",11
"成為",11
"我看",11
"我說",11
"我都",11
"才能",11
"找到",11
"接代",11
"整個",11
"日本",11
"是他",11
"是否",11
"會變",11
"有了",11
"有多",11
"歲的",11
"每次",11
"沒小",11
"沒生",11
"的可",11
"的問",11
"的情",11
"的愛",11
"的感",11
"看看",11
"老婆",11
"而不",11
"育率",11
"自我",11
"觀念",11
"許多",11
"認真",11
"負擔",11
"這件",11
"錢的",11
"陪伴",11
"雙方",11
"類的",11
"nd",10
"一年",10
"不如",10
"不婚",10
"不行",10
"也許",10
"了結",10
"人也",10
"以不",10
"以我",10
"以生",10
"似乎",10
"你自",10
"你還",10
"例子",10
"們都",10
"像我",10
"兒防",10
"全部",10
"到大",10
"到現",10
"友的",10
"只會",10
"和我",10
"回去",10
"國外",10
"多數",10
"好不",10
"好處",10
"子一",10
"子不",10
"子化",10
"孩可",10
"孩很",10
"孩真",10
"家都",10
"家長",10
"富裕",10
"對不",10
"少子",10
"就有",10
"心的",10
"情況",10
"我已",10
"我很",10
"我有",10
"我爸",10
"所謂",10
"政府",10
"新聞",10
"旅遊",10
"是人",10
"是個",10
"是說",10
"有可",10
"有自",10
"果不",10
"果你",10
"為他",10
"狀況",10
"的夫",10
"的就",10
"的東",10
"等等",10
"美國",10
"羨慕",10
"脂肪",10
"花錢",10
"要拿",10
"說生",10
"買車",10
"這時",10
"造成",10
"醫生",10
"金錢",10
"開銷",10
"間都",10
"養老",10
"5歲",9
"lo",9
"so",9
"一些",9
"上都",9
"不需",9
"並不",9
"了但",9
"事業",9
"些人",9
"他說",9
"代的",9
"位女",9
"來自",9
"保母",9
"個問",9
"價值",9
"先生",9
"公司",9
"最好",9
"即使",9
"原來",9
"原蛋",9
"厭小",9
"又不",9
"受苦",9
"只好",9
"否則",9
"在我",9
"在生",9
"在自",9
"在這",9
"她們",9
"好嗎",9
"好有",9
"孩一",9
"孩來",9
"害怕",9
"就沒",9
"幫你",9
"後我",9
"想像",9
"成長",9
"我媽",9
"我現",9
"抱怨",9
"是結",9
"是覺",9
"更好",9
"會說",9
"本沒",9
"果是",9
"樣不",9
"然不",9
"現我",9
"的心",9
"的有",9
"的朋",9
"的機",9
"的男",9
"的經",9
"的關",9
"突然",9
"絕對",9
"給我",9
"經驗",9
"而是",9
"膠原",9
"蛋白",9
"被生",9
"要多",9
"要小",9
"要求",9
"要養",9
"親戚",9
"認同",9
"認識",9
"說你",9
"變成",9
"讓你",9
"買不",9
"賺錢",9
"越多",9
"這是",9
"過小",9
"過年",9
"過我",9
"除非",9
"養不",9
"麼不",9
"12",8
"15",8
"24",8
"ol",8
"一生",8
"下我",8
"不完",8
"不小",8
"不少",8
"乎都",8
"也可",8
"也要",8
"享受",8
"今天",8
"你要",8
"們家",8
"們會",8
"值觀",8
"傳統",8
"兒子",8
"兩年",8
"再來",8
"出去",8
"分手",8
"到他",8
"到小",8
"前也",8
"前我",8
"加上",8
"原本",8
"去了",8
"反而",8
"只想",8
"吃飯",8
"唯一",8
"嗎如",8
"回來",8
"堅持",8
"外一",8
"多了",8
"多的",8
"失去",8
"女方",8
"好一",8
"好了",8
"婚也",8
"媽就",8
"子就",8
"存屁",8
"存款",8
"孩了",8
"孩兒",8
"孩小",8
"孩生",8
"孩還",8
"家會",8
"寵物",8
"小心",8
"就一",8
"就只",8
"差不",8
"己要",8
"年前",8
"弟弟",8
"想辦",8
"意思",8
"愛小",8
"慾望",8
"我個",8
"我和",8
"我根",8
"我沒",8
"我發",8
"我真",8
"找個",8
"早就",8
"早生",8
"明明",8
"是兩",8
"是家",8
"是成",8
"會比",8
"會自",8
"有問",8
"有在",8
"樂的",8
"母愛",8
"每年",8
"沒了",8
"法想",8
"活在",8
"活的",8
"活著",8
"活費",8
"準備",8
"為這",8
"然就",8
"生也",8
"生是",8
"生產",8
"生病",8
"生過",8
"的也",8
"的大",8
"的婚",8
"的媽",8
"的對",8
"的快",8
"的房",8
"的教",8
"的會",8
"的還",8
"直到",8
"看過",8
"確定",8
"給家",8
"給小",8
"維持",8
"聽到",8
"能是",8
"自卑",8
"自由",8
"複製",8
"要跟",8
"話題",8
"該是",8
"說他",8
"費用",8
"跟你",8
"身的",8
"這一",8
"過程",8
"還可",8
"還在",8
"還會",8
"那就",8
"部份",8
"重要",8
"錢不",8
"開心",8
"間的",8
"階級",8
"面的",8
"0年",7
"45",7
"le",7
"ma",7
"te",7
"上一",7
"上不",7
"不上",7
"不太",7
"不斷",7
"不覺",7
"中國",7
"乾媽",7
"了很",7
"了有",7
"了自",7
"人一",7
"人在",7
"人會",7
"人有",7
"人類",7
"今年",7
"任何",7
"你沒",7
"來了",7
"例如",7
"個好",7
"個我",7
"健康",7
"充滿",7
"全沒",7
"最高",7
"到我",7
"前的",7
"剩下",7
"動物",7
"千萬",7
"去哪",7
"去的",7
"友們",7
"受這",7
"同的",7
"和男",7
"唸書",7
"問過",7
"回家",7
"在世",7
"地球",7
"多不",7
"夠的",7
"大了",7
"好奇",7
"好幾",7
"如何",7
"孕生",7
"存的",7
"孩們",7
"孩只",7
"孩啊",7
"學校",7
"完整",7
"家事",7
"家族",7
"實在",7
"對自",7
"導致",7
"小的",7
"就像",7
"就知",7
"就被",7
"幫他",7
"年後",7
"年薪",7
"幹嘛",7
"幾個",7
"幾歲",7
"很久",7
"很自",7
"後要",7
"後面",7
"得好",7
"得自",7
"得這",7
"從小",7
"心不",7
"心態",7
"想過",7
"我對",7
"我這",7
"打工",7
"提到",7
"提升",7
"擇不",7
"文章",7
"方式",7
"是最",7
"是大",7
"是應",7
"是看",7
"晚生",7
"普通",7
"會一",7
"會讓",7
"有不",7
"有生",7
"有經",7
"果要",7
"標準",7
"歲了",7
"沒想",7
"沒結",7
"然沒",7
"然覺",7
"物質",7
"生我",7
"畢業",7
"的如",7
"的孩",7
"的日",7
"的物",7
"的痛",7
"的自",7
"的選",7
"直接",7
"看著",7
"私的",7
"穩定",7
"算是",7
"算生",7
"缺乏",7
"臺灣",7
"興趣",7
"花費",7
"裕的",7
"要一",7
"要去",7
"要我",7
"規劃",7
"話我",7
"謂的",7
"足夠",7
"跟老",7
"輕鬆",7
"通通",7
"過一",7
"過去",7
"那我",7
"那時",7
"都可",7
"都覺",7
"錢我",7
"陪他",7
"階段",7
"面對",7
"養一",7
"養到",7
"養的",7
"體力",7
"麼可",7
"麼會",7
"麼的",7
"鼓勵",7
"，但",6
"0的",6
"26",6
"32",6
"CP",6
"EX",6
"he",6
"om",6
"P值",6
"QQ",6
"ww",6
"一篇",6
"一部",6
"一間",6
"上有",6
"下降",6
"不出",6
"不定",6
"不愛",6
"不打",6
"不適",6
"世上",6
"也就",6
"乾脆",6
"了之",6
"了也",6
"了如",6
"了沒",6
"了生",6
"了還",6
"五十",6
"人世",6
"人來",6
"人可",6
"人想",6
"人更",6
"人說",6
"人還",6
"他在",6
"他還",6
"以接",6
"任感",6
"伴侶",6
"你以",6
"你可",6
"你是",6
"你有",6
"你這",6
"來一",6
"來嗎",6
"來生",6
"依然",6
"保險",6
"個不",6
"個就",6
"們不",6
"候我",6
"做的",6
"全家",6
"全都",6
"共識",6
"出門",6
"到一",6
"到別",6
"到哪",6
"剛剛",6
"創造",6
"動褲",6
"十萬",6
"又要",6
"可彤",6
"台北",6
"各種",6
"吵架",6
"告訴",6
"問我",6
"嗎不",6
"因是",6
"國高",6
"在不",6
"在還",6
"地方",6
"多一",6
"多年",6
"多我",6
"大後",6
"女朋",6
"女的",6
"她的",6
"好可",6
"始恨",6
"婆婆",6
"婚了",6
"婚年",6
"子都",6
"孩之",6
"孩你",6
"孩到",6
"孩在",6
"孩帶",6
"孩後",6
"孩而",6
"孩都",6
"孩長",6
"學習",6
"定不",6
"家不",6
"容易",6
"寶寶",6
"將來",6
"對他",6
"對小",6
"少會",6
"就生",6
"就開",6
"崩潰",6
"己想",6
"己是",6
"幼稚",6
"建議",6
"很偉",6
"很可",6
"很喜",6
"很有",6
"後不",6
"後你",6
"後才",6
"後會",6
"得你",6
"得現",6
"從國",6
"心理",6
"必要",6
"忍受",6
"情緒",6
"想問",6
"想看",6
"想跟",6
"意外",6
"意生",6
"慢變",6
"憂鬱",6
"成就",6
"成本",6
"我可",6
"我好",6
"我完",6
"我為",6
"我生",6
"我能",6
"我連",6
"房貸",6
"所得",6
"才有",6
"把小",6
"投資",6
"拜託",6
"拿去",6
"整天",6
"數的",6
"方家",6
"既然",6
"早點",6
"是同",6
"是嗎",6
"是她",6
"是好",6
"是就",6
"是父",6
"是現",6
"是真",6
"是那",6
"時我",6
"時的",6
"更是",6
"曾經",6
"會很",6
"會是",6
"有女",6
"望能",6
"期待",6
"板上",6
"林可",6
"概念",6
"檢查",6
"正常",6
"永遠",6
"沒關",6
"況下",6
"減少",6
"濟上",6
"為小",6
"為是",6
"為有",6
"為沒",6
"然你",6
"然會",6
"爺爺",6
"特質",6
"獨立",6
"生但",6
"生命",6
"生真",6
"男人",6
"留下",6
"疾病",6
"發展",6
"的你",6
"的價",6
"的只",6
"的同",6
"的嗎",6
"的地",6
"的意",6
"的所",6
"的方",6
"的比",6
"的沒",6
"的環",6
"的看",6
"的覺",6
"的責",6
"的身",6
"的這",6
"的養",6
"直被",6
"相處",6
"真心",6
"確實",6
"種想",6
"筆錢",6
"算不",6
"簡單",6
"結論",6
"給你",6
"經不",6
"總是",6
"缺點",6
"考量",6
"而言",6
"育兒",6
"能不",6
"能夠",6
"能說",6
"至於",6
"花時",6
"著你",6
"薪水",6
"被小",6
"裡的",6
"裡面",6
"要你",6
"要出",6
"要幫",6
"要結",6
"要給",6
"要自",6
"要買",6
"要這",6
"解決",6
"計畫",6
"說要",6
"變老",6
"貧窮",6
"買了",6
"起小",6
"跟他",6
"跟小",6
"這輩",6
"過了",6
"道你",6
"適合",6
"適婚",6
"還好",6
"那個",6
"部都",6
"都說",6
"長不",6
"阿公",6
"隨著",6
"題我",6
"願不",6
"麻煩",6
"麼多",6
"麼想",6
"麼有",6
"麼辦",6
"麼高",6
"25",5
"35",5
"5萬",5
"60",5
"al",5
"at",5
"be",5
"er",5
"oo",5
"o女",5
"th",5
"一位",5
"一開",5
"三十",5
"不懂",5
"不算",5
"不給",5
"不缺",5
"不考",5
"不見",5
"不足",5
"中心",5
"中產",5
"乎是",5
"也說",5
"了他",5
"了你",5
"了兩",5
"了因",5
"了會",5
"了甚",5
"了雖",5
"事實",5
"互相",5
"些同",5
"些小",5
"享一",5
"人我",5
"人或",5
"人為",5
"人看",5
"人要",5
"仇孩",5
"他最",5
"他買",5
"以你",5
"你只",5
"你就",5
"你願",5
"修復",5
"個女",5
"個家",5
"個性",5
"個社",5
"個都",5
"個階",5
"假日",5
"假設",5
"做到",5
"兒們",5
"全世",5
"出現",5
"別生",5
"別說",5
"到最",5
"到老",5
"刺激",5
"前提",5
"包包",5
"十幾",5
"十歲",5
"去不",5
"反對",5
"句話",5
"只因",5
"叫你",5
"可憐",5
"合理",5
"同時",5
"吧我",5
"呢不",5
"呢我",5
"品也",5
"哪裡",5
"啦不",5
"嗎還",5
"嚮往",5
"困難",5
"在上",5
"在乎",5
"在你",5
"在想",5
"在是",5
"坐在",5
"多大",5
"多就",5
"夠用",5
"大以",5
"大同",5
"天都",5
"太大",5
"女同",5
"女性",5
"好再",5
"好啊",5
"好恨",5
"好我",5
"好看",5
"好笑",5
"婦女",5
"媽的",5
"子上",5
"子在",5
"子如",5
"子我",5
"子是",5
"存在",5
"存錢",5
"孩又",5
"孩所",5
"孩沒",5
"孩跟",5
"孩那",5
"學費",5
"家中",5
"家立",5
"對了",5
"小妹",5
"小學",5
"少人",5
"就很",5
"尿酸",5
"屁錢",5
"己一",5
"己不",5
"己去",5
"己就",5
"己有",5
"己都",5
"常的",5
"平常",5
"年收",5
"年的",5
"年都",5
"幾千",5
"幾百",5
"庭不",5
"廠商",5
"很無",5
"很痛",5
"很窮",5
"很累",5
"後也",5
"後他",5
"後代",5
"得可",5
"得如",5
"得有",5
"復健",5
"快生",5
"思考",5
"想讓",5
"愛情",5
"愛我",5
"愛的",5
"感到",5
"懷疑",5
"戀愛",5
"成了",5
"成功",5
"我在",5
"我家",5
"我怎",5
"我要",5
"我身",5
"或許",5
"房價",5
"房買",5
"才不",5
"才開",5
"找不",5
"拿來",5
"拿給",5
"搞得",5
"擁有",5
"教養",5
"敢買",5
"方的",5
"方面",5
"明確",5
"是了",5
"是多",5
"是女",5
"是對",5
"是希",5
"是後",5
"是怎",5
"是無",5
"是被",5
"是買",5
"更不",5
"會上",5
"會後",5
"會慢",5
"會抱",5
"會提",5
"會照",5
"會越",5
"會開",5
"月子",5
"有好",5
"有家",5
"有想",5
"有我",5
"有興",5
"有辦",5
"服務",5
"本的",5
"果到",5
"果沒",5
"概是",5
"樣子",5
"次都",5
"歲還",5
"母不",5
"每月",5
"比別",5
"比我",5
"沒問",5
"沒錯",5
"沙子",5
"法嗎",5
"法給",5
"浪費",5
"濟問",5
"濟能",5
"為你",5
"為自",5
"版上",5
"特別",5
"玩具",5
"玻尿",5
"現實",5
"理解",5
"生個",5
"生包",5
"生物",5
"生這",5
"產後",5
"產的",5
"男女",5
"界都",5
"當初",5
"的他",5
"的以",5
"的又",5
"的啊",5
"的因",5
"的天",5
"的幸",5
"的收",5
"的本",5
"的母",5
"的照",5
"的確",5
"的結",5
"的說",5
"相對",5
"相當",5
"看你",5
"看法",5
"研究",5
"福利",5
"萬的",5
"種種",5
"窮的",5
"立業",5
"等的",5
"給孩",5
"統計",5
"老實",5
"老師",5
"老闆",5
"而我",5
"而生",5
"聚餐",5
"聯絡",5
"職場",5
"能在",5
"莫名",5
"著他",5
"被人",5
"要吃",5
"要想",5
"要是",5
"要為",5
"要讓",5
"說如",5
"說實",5
"說想",5
"說是",5
"說法",5
"說的",5
"說這",5
"說養",5
"請問",5
"負面",5
"起不",5
"跟一",5
"跟著",5
"路上",5
"輕的",5
"追求",5
"這句",5
"連結",5
"過來",5
"過有",5
"過這",5
"還比",5
"那邊",5
"都被",5
"都還",5
"鄰居",5
"醫院",5
"錢有",5
"陰道",5
"雙薪",5
"電影",5
"電視",5
"需求",5
"非你",5
"須要",5
"題都",5
"類似",5
"顧你",5
"風險",5
"養家",5
"養寵",5
"餐廳",5
"高齡",5
"鬆弛",5
"鬼島",5
"麼一",5
"麼就",5
"麼我",5
"麼時",5
"麼窮",5
"點是",5
"點特",5
"齋主",5
"01",4
"16",4
"4歲",4
"An",4
"ar",4
"da",4
"ea",4
"es",4
"et",4
"fr",4
"in",4
"la",4
"ll",4
"ng",4
"pu",4
"ro",4
"一想",4
"一方",4
"一條",4
"一種",4
"一筆",4
"一群",4
"一邊",4
"一隻",4
"三個",4
"三年",4
"上床",4
"上次",4
"上看",4
"上面",4
"下小",4
"下就",4
"不了",4
"不公",4
"不再",4
"不動",4
"不只",4
"不孝",4
"不容",4
"不希",4
"不幸",4
"不快",4
"不曉",4
"世襲",4
"中就",4
"中年",4
"主要",4
"之間",4
"乎每",4
"也無",4
"也跟",4
"也都",4
"乾淨",4
"了人",4
"了以",4
"了個",4
"了所",4
"了是",4
"了為",4
"了解",4
"了都",4
"了錢",4
"事他",4
"事有",4
"事都",4
"二十",4
"五萬",4
"些錢",4
"人但",4
"人多",4
"人存",4
"人覺",4
"人認",4
"人跟",4
"介紹",4
"他人",4
"他好",4
"他就",4
"他是",4
"他有",4
"他足",4
"他這",4
"代在",4
"以很",4
"以有",4
"任不",4
"休閒",4
"但也",4
"但因",4
"但有",4
"但還",4
"作業",4
"你一",4
"你必",4
"你想",4
"你說",4
"你身",4
"來之",4
"來很",4
"來是",4
"來有",4
"來看",4
"來這",4
"保護",4
"保養",4
"個孩",4
"個朋",4
"個沒",4
"們還",4
"候真",4
"候要",4
"候都",4
"借錢",4
"做了",4
"做家",4
"偶爾",4
"傳疾",4
"傷殘",4
"優越",4
"內建",4
"內心",4
"全職",4
"八成",4
"公斤",4
"其中",4
"出了",4
"出社",4
"到她",4
"到對",4
"到有",4
"到生",4
"到自",4
"則就",4
"前就",4
"前幾",4
"加油",4
"勇氣",4
"包鞋",4
"千五",4
"即便",4
"去一",4
"去上",4
"去死",4
"去玩",4
"去看",4
"去買",4
"參加",4
"參考",4
"友一",4
"友都",4
"口的",4
"可惜",4
"吃一",4
"吃了",4
"合生",4
"同樣",4
"同電",4
"名牌",4
"呢有",4
"和家",4
"咬牙",4
"哪天",4
"啊出",4
"啊啊",4
"啊我",4
"啊為",4
"單純",4
"嗎你",4
"嗎沒",4
"嚴重",4
"四萬",4
"回報",4
"回歸",4
"回答",4
"國安",4
"在人",4
"在同",4
"在有",4
"培養",4
"報導",4
"壽命",4
"外貌",4
"多事",4
"多例",4
"多可",4
"大一",4
"大樓",4
"大量",4
"天性",4
"太太",4
"奉獻",4
"好這",4
"好還",4
"妥協",4
"妳有",4
"始想",4
"姑姑",4
"婆都",4
"婚就",4
"婚每",4
"婚禮",4
"婚都",4
"媽有",4
"嬰兒",4
"子中",4
"子來",4
"子衣",4
"子買",4
"子跟",4
"子這",4
"子還",4
"孕婦",4
"孕期",4
"存窮",4
"孝親",4
"孩，",4
"孩以",4
"孩多",4
"孩大",4
"孩才",4
"孩本",4
"孩綁",4
"孩開",4
"孩養",4
"學歷",4
"學的",4
"安問",4
"安排",4
"安樂",4
"定一",4
"定的",4
"家就",4
"實不",4
"實我",4
"實是",4
"小小",4
"小李",4
"少保",4
"少的",4
"少錢",4
"就去",4
"就對",4
"就應",4
"就決",4
"就連",4
"屁存",4
"屁股",4
"左右",4
"己好",4
"己家",4
"帶來",4
"帶去",4
"帶著",4
"年出",4
"年多",4
"年就",4
"年我",4
"年過",4
"底是",4
"廢文",4
"強迫",4
"很想",4
"很明",4
"很煩",4
"後一",4
"後再",4
"後憂",4
"後還",4
"得大",4
"得生",4
"得稅",4
"得結",4
"心情",4
"心都",4
"恐怖",4
"恨被",4
"悲觀",4
"情感",4
"情的",4
"想做",4
"想太",4
"想怎",4
"想照",4
"想買",4
"意願",4
"感嘆",4
"慘的",4
"成人",4
"我妹",4
"我寧",4
"我弟",4
"我從",4
"我才",4
"我本",4
"我而",4
"我還",4
"房間",4
"才知",4
"承擔",4
"把時",4
"抱著",4
"拯救",4
"持不",4
"掉的",4
"接著",4
"提高",4
"擇生",4
"擇的",4
"放棄",4
"教不",4
"方都",4
"於沒",4
"旁邊",4
"是1",4
"是做",4
"是國",4
"是天",4
"是如",4
"是從",4
"是時",4
"是相",4
"是讓",4
"是選",4
"是醫",4
"是開",4
"是養",4
"曉得",4
"會像",4
"會因",4
"會在",4
"會帶",4
"會幫",4
"會得",4
"會改",4
"會教",4
"會選",4
"會那",4
"月薪",4
"有大",4
"有孩",4
"有意",4
"有遺",4
"有那",4
"服都",4
"望有",4
"未婚",4
"果一",4
"果小",4
"果生",4
"果真",4
"果自",4
"案例",4
"業的",4
"極度",4
"概就",4
"樂死",4
"樣啦",4
"樣我",4
"樣才",4
"樣而",4
"樣講",4
"機率",4
"歡的",4
"歡自",4
"歪掉",4
"歲生",4
"死不",4
"死死",4
"死算",4
"殘酷",4
"母也",4
"母雙",4
"比不",4
"毫無",4
"沒事",4
"沒買",4
"沒那",4
"法是",4
"注意",4
"活圈",4
"活我",4
"流行",4
"清楚",4
"漫畫",4
"濟因",4
"濟壓",4
"濟狀",4
"灣人",4
"灣有",4
"灣生",4
"為人",4
"為她",4
"為經",4
"無限",4
"然也",4
"然他",4
"然我",4
"然的",4
"爽爽",4
"玩樂",4
"珍貴",4
"理性",4
"生最",4
"生到",4
"生只",4
"生呢",4
"生啊",4
"生好",4
"生如",4
"生才",4
"生有",4
"生沒",4
"生男",4
"生養",4
"產婦",4
"產業",4
"用不",4
"用在",4
"用自",4
"用說",4
"由讓",4
"界不",4
"當他",4
"當作",4
"當時",4
"病的",4
"癌症",4
"的中",4
"的例",4
"的公",4
"的別",4
"的到",4
"的啦",4
"的回",4
"的在",4
"的基",4
"的多",4
"的必",4
"的慾",4
"的成",4
"的接",4
"的未",4
"的概",4
"的權",4
"的絕",4
"的衣",4
"的運",4
"的過",4
"的部",4
"的開",4
"的需",4
"直覺",4
"相信",4
"看了",4
"看他",4
"看我",4
"看的",4
"看護",4
"看電",4
"真要",4
"眼光",4
"睡不",4
"睡覺",4
"萬元",4
"程度",4
"稍微",4
"窮父",4
"第三",4
"等我",4
"答案",4
"級複",4
"給自",4
"統一",4
"統觀",4
"經有",4
"經歷",4
"網友",4
"總之",4
"繼續",4
"群人",4
"義務",4
"老一",4
"老的",4
"耽誤",4
"聽了",4
"肯定",4
"能做",4
"脆不",4
"脾氣",4
"自身",4
"色界",4
"花大",4
"苦的",4
"處理",4
"行為",4
"表妹",4
"表示",4
"被打",4
"補助",4
"西都",4
"要介",4
"要再",4
"要問",4
"要存",4
"要成",4
"要提",4
"要看",4
"要考",4
"要說",4
"要陪",4
"要顧",4
"見了",4
"親費",4
"觀察",4
"許是",4
"試管",4
"誕生",4
"說到",4
"說服",4
"說現",4
"說真",4
"說自",4
"誰叫",4
"誰要",4
"請保",4
"論是",4
"謝謝",4
"讀書",4
"變不",4
"讓自",4
